Case #1: Impossible
41 28 116956
16 34 87458
6 9 64545
9 14 38330
31 10 128755
29 28 49596
14 42 63903
35 16 70231
19 24 39527
4 21 44938
20 9 89079
4 32 81364
10 40 109469
41 16 9818
30 26 37262
7 11 88122
27 25 114307
13 24 65558
28 35 78911
42 29 56145
10 41 96672
13 21 79328
31 28 95097
2 29 84745
8 10 181416
33 41 70799
36 7 6876
4 20 56066
17 31 70391
42 3 120757
11 35 17291
7 33 114454
20 39 35598
27 24 127825
31 40 19286
13 39 65552
16 26 56653
13 20 101150
22 17 72481
26 17 76905
26 13 105883
37 27 154828
21 19 46734
39 21 96430
10 22 105344
18 41 450
32 29 32127
41 38 76920
39 7 70400
8 20 93597
10 1 6874
15 17 51632
18 3 96767
19 18 86239
37 4 44760
36 32 65190
5 42 77478
35 26 64992
19 13 80987
30 38 65446
37 6 53204
12 3 143881
41 43 131485
16 8 94562
13 9 123383
3 35 119555
14 7 58947
7 13 114126
16 25 120473
16 17 73720
40 13 79500
36 35 80111
2 34 70170
3 21 148526
6 8 153829
20 22 64132
16 7 53473
22 11 76659
40 35 63018
15 38 401
26 36 83614
33 38 21004
7 26 90490
29 22 5625
1 17 91234
12 21 64650
23 38 149530
22 38 75478
4 6 58640
14 5 127009
28 7 100785
17 40 51105
15 19 11039
5 35 78680
11 34 43206
21 5 74656
6 30 79460
19 1 50641
32 31 77628
12 27 121210
11 8 113812
29 9 30572
8 41 84744
7 27 43743
32 41 99487
3 10 192989
19 7 99511
20 36 45632
2 25 121317
5 17 90593
24 31 71457
10 25 138835
19 2 15575
30 11 42617
36 23 129316
17 33 72235
17 28 90824
26 4 58082
32 15 89773
17 8 98201
4 24 17757
3 30 147285
35 20 51560
20 7 52508
34 4 32825
8 15 147701
3 24 108708
11 3 125385
14 32 39885
31 4 78382
38 25 117182
41 2 78964
20 15 86174
29 21 74563
27 17 128891
29 40 64787
29 37 95197
15 28 116226
2 21 39429
2 15 4536
5 36 125936
23 16 144636
42 33 59120
35 10 86195
43 17 105353
24 42 12049
42 9 85517
21 14 82321
11 39 80664
8 31 91233
16 13 102115
18 2 79414
32 8 159038
35 12 69476
32 18 99037
9 17 97428
4 36 73201
15 14 89262
8 38 148102
27 22 75555
19 35 28680
18 20 8403
2 11 59142
24 26 75839
10 17 98108
9 18 97482
5 31 121240
33 20 78752
20 25 119508
43 11 108327
17 3 109774
17 23 121323
37 39 117064
28 34 78624
31 34 45557
17 13 66624
4 8 114892
11 10 101082
28 9 80168
22 5 113626
23 24 120257
2 7 115086
10 9 97408
25 9 110725
23 19 138090
20 32 90634
8 2 152237
5 16 98975
42 7 72033
16 2 71237
7 30 79606
12 6 43370
35 8 107982
36 2 115743
10 24 97042
40 22 70412
5 12 68718
18 35 59963
19 3 148235
14 23 172111
17 32 98983
36 34 73341
37 10 52221
4 16 74737
25 12 146538
37 41 97147
38 16 67102
3 7 139972
6 28 130641
29 25 91403
21 22 80188
27 41 73646
21 25 117494
21 32 106690
40 15 90118
7 21 91227
37 5 44706
33 8 155543
15 26 44567
16 24 74786
43 16 141303
16 42 69029
13 14 111819
32 38 89372
33 2 25139
39 12 74309
35 23 109410
30 15 65045
5 2 43497
25 6 131196
28 30 89263
18 34 78090
40 4 69928
21 1 75297
22 36 38688
24 22 71415
28 18 116506
2 10 51012
1 3 186115
32 16 97762
15 24 50566
6 20 77938
3 38 159675
40 16 22615
39 18 27195
24 43 104287
31 38 109003
33 35 60322
29 23 164353
28 3 164386
19 25 105742
39 36 63524
35 1 79321
15 42 38517
31 2 106773
39 22 56464
36 42 78909
20 5 97110
16 28 126774
15 22 75879
39 27 100391
12 33 50360
31 43 109626
10 19 57515
25 36 77440
15 13 83114
30 36 72730
18 11 63244
14 16 84936
40 21 89857
12 29 78816
17 2 56168
6 14 102382
25 3 149894
1 16 99616
16 11 72612
18 26 46385
40 25 97858
4 29 60487
10 43 67397
9 43 72792
19 33 31642
29 26 76929
16 10 106490
40 41 12797
2 32 93507
6 31 96894
15 21 35695
24 40 52171
6 32 103386
33 31 102882
38 10 46877
39 1 116543
39 3 97468
34 26 90907
42 8 109184
37 25 117316
26 2 49103
9 35 85515
27 6 142731
22 8 132536
42 37 39052
42 18 58761
11 15 54606
27 13 157869
12 34 95391
30 39 90506
23 20 143671
33 26 23964
28 2 120762
21 38 35294
42 31 72674
5 38 39362
18 4 64469
12 40 60361
39 32 82966
19 26 55606
34 23 135325
33 5 18358
22 7 45564
37 12 76708
38 9 50531
7 10 140327
31 22 51126
19 16 78542
30 40 90748
17 42 13115
25 31 117144
41 15 77321
9 36 63635
23 25 188876
8 36 121523
18 33 70349
33 13 95555
29 43 64125
36 3 133096
43 39 114964
37 31 111726
37 17 52167
28 14 57354
4 33 64828
17 6 62537
22 2 79613
19 43 119288
38 26 44968
42 30 26528
30 31 85168
12 24 80323
24 14 73548
26 3 143152
3 2 163810
9 22 24947
14 4 68245
42 4 5708
13 22 98436
22 37 99622
9 21 85825
34 10 99231
35 17 11913
39 35 76810
12 42 68274
40 9 95359
23 13 142271
14 17 74614
41 22 72985
14 39 58597
23 7 136192
43 33 93270
10 14 107477
5 10 44231
24 33 71169
2 9 54666
31 20 40936
2 38 4135
7 24 84082
34 20 77475
7 29 51189
14 8 134669
37 36 117961
23 10 172895
28 21 116939
25 43 155528
17 20 63473
25 5 131320
25 42 78264
38 4 44626
32 1 124972
20 29 58507
32 28 81723
36 29 44313
34 29 29028
6 16 78903
32 34 61155
18 37 96697
13 3 103770
42 20 50358
27 16 83464
31 35 71472
29 38 81103
13 10 121428
20 21 89588
38 17 52033
27 4 110068
1 20 97751
10 42 84993
38 24 50967
20 40 21650
24 34 36762
9 12 79887
7 43 115314
18 25 111105
7 40 56452
13 25 120357
42 28 77709
13 4 47801
24 21 39818
21 8 136953
6 1 45855
3 22 144109
6 10 52729
5 34 104595
13 38 82713
21 16 95753
41 35 60413
19 40 91698
30 5 79584
24 30 38577
13 12 112069
42 34 27117
6 41 69085
26 12 74324
9 30 58989
29 16 77178
17 36 92024
13 28 119802
19 12 40796
7 25 84316
11 33 75209
37 33 26348
38 11 55007
42 26 63790
24 18 65418
37 2 51487
13 30 68621
39 34 50895
33 10 25873
33 15 20603
4 17 18823
9 31 76073
2 42 43053
26 10 49837
5 13 113913
27 26 120481
17 24 1066
11 37 55141
16 30 93915
14 33 108651
31 41 32083
32 9 51449
14 34 36786
1 7 133453
41 19 86689
28 40 114383
4 25 72556
42 6 52932
19 34 54595
8 30 135712
30 41 84097
15 12 29757
10 39 123417
23 31 141307
30 43 103792
28 20 108103
12 23 171923
43 6 120126
26 5 42322
43 21 131468
41 26 46835
42 23 110612
3 8 11573
38 40 89717
31 7 75738
5 1 37357
6 23 163544
1 40 102595
14 40 72545
11 14 79992
34 21 45535
10 36 133451
26 22 71304
33 1 18999
26 6 50820
4 30 20820
4 7 66325
15 35 39719
5 3 185474
40 3 83520
5 24 89527
27 19 143254
32 19 100812
9 19 61971
6 15 14415
8 24 97135
14 41 75118
43 23 202850
34 13 80626
19 14 91381
5 28 126157
37 32 126124
32 30 60544
17 25 91379
15 34 65634
6 22 89492
18 10 96222
6 21 49308
21 30 65758
16 31 41901
24 35 10847
23 8 50074
18 43 131035
31 27 105729
23 28 188321
20 12 56417
12 32 60016
23 30 137140
34 9 59600
11 20 66447
1 28 88800
41 20 8853
32 26 97806
40 34 64843
2 24 55102
27 30 109597
5 9 89893
33 30 61226
43 15 108249
41 42 59211
27 8 142523
13 2 78578
39 9 81411
42 21 39230
16 18 10268
6 7 112740
15 10 46476
22 1 98470
39 16 36563
30 1 80225
41 34 77640
29 15 81504
16 3 106135
39 4 83720
43 12 137204
14 37 102955
4 5 83186
36 27 36867
27 38 150566
2 30 69581
23 22 168004
17 21 38752
22 28 55221
35 14 62701
39 23 135969
Case #20: 717
11 31 99103
7 10 143492
25 22 152022
46 38 134988
22 16 136508
19 2 169407
32 11 38041
21 41 204758
17 45 240241
18 19 123070
13 23 152134
25 29 133652
39 11 141712
39 26 111580
38 31 149772
44 30 141307
11 43 113304
28 11 149983
37 15 184512
16 34 127745
42 15 70562
13 33 238928
24 36 101414
17 43 127889
4 5 198517
12 14 120542
30 6 138901
21 27 245790
9 5 123313
24 34 95043
23 8 162353
40 8 192713
6 43 164948
10 31 183283
11 15 127358
2 21 166950
19 43 138035
35 37 155343
17 18 142579
17 33 317267
25 45 187545
44 42 185316
45 43 165366
38 36 211972
7 6 123668
29 35 161142
15 26 203430
5 11 214138
6 36 114780
46 2 148876
12 45 67480
18 27 284016
2 32 193446
28 19 128276
19 5 88123
3 1 156292
33 7 318127
44 22 139865
8 7 103500
20 28 168611
37 27 207657
20 10 195429
20 13 119483
20 11 133760
5 23 165251
7 18 114427
21 9 189416
21 15 206415
33 6 195293
33 44 258855
44 24 66505
19 36 186429
14 18 196580
22 3 157041
44 31 157086
23 29 177857
4 31 113882
18 29 186054
2 11 211498
24 7 92881
30 42 81733
46 24 137259
27 6 247916
42 32 97805
37 44 121915
5 40 101575
37 32 92572
27 22 68936
17 10 225235
35 36 154745
4 14 119999
29 21 169305
37 30 84507
4 39 165721
29 8 114802
19 4 188671
10 34 187745
2 27 257837
21 3 86833
12 34 137558
16 21 61349
33 32 228712
26 35 139149
14 25 130738
19 21 211575
42 22 101683
40 45 161043
10 36 147514
25 38 176519
17 20 180888
5 2 81284
11 25 83754
7 30 121439
18 43 216079
32 36 91974
31 5 208823
5 33 275996
9 3 112221
43 3 160373
40 11 128814
33 19 282263
6 5 80703
24 21 124497
30 12 58280
35 17 182738
30 29 115185
22 13 94270
31 18 209046
9 8 184558
18 11 229047
9 43 141477
15 2 84140
28 27 156311
37 39 107116
44 35 138327
37 38 211374
21 34 189094
30 19 121797
1 44 150229
22 39 69060
37 3 172187
45 9 169249
37 2 162534
4 2 184272
2 42 154702
10 23 177746
45 36 183587
43 13 182315
18 44 155252
13 42 7413
38 41 175092
16 6 170677
12 35 136317
9 36 157390
14 9 165244
19 46 127116
17 26 100806
34 37 166103
1 20 77978
14 5 161633
44 34 161548
10 3 176383
25 2 215980
27 45 188904
26 20 83202
32 22 152582
27 1 251619
30 11 21969
36 29 157246
15 14 128364
15 35 183426
42 10 92555
13 1 117476
38 5 105859
9 20 189524
24 17 179135
42 35 127690
4 29 175564
13 17 188801
4 6 130830
9 37 157988
38 1 70888
34 11 103565
29 39 144954
18 40 136522
16 42 181959
34 42 114105
37 23 30830
32 46 123682
18 35 86801
8 31 193311
35 8 154175
41 36 133330
36 5 195483
28 38 171783
3 13 195079
12 19 100048
34 5 204361
28 15 116843
3 40 73368
1 11 77948
25 41 13560
42 4 142112
22 1 188270
1 42 110063
32 30 16072
1 24 130326
25 46 67104
12 36 143385
26 11 146685
6 29 204118
29 14 130541
36 33 271044
41 29 125933
38 24 187679
4 37 78711
7 19 163207
40 16 170821
7 16 156029
39 25 129031
10 9 157621
20 5 96629
3 36 171589
1 28 100895
11 46 129579
18 45 242289
9 12 144217
9 13 160257
10 11 196257
9 33 237903
12 39 88049
21 17 201429
7 22 141389
40 32 122917
5 44 168329
32 41 64297
20 37 103765
32 1 72051
44 23 114623
29 26 161820
18 42 201039
41 24 149424
22 4 96661
16 17 195681
14 23 146767
20 22 195852
8 26 215670
4 21 101196
21 45 91826
33 11 234609
3 28 198030
25 30 61785
12 18 177586
32 20 127863
19 37 187027
41 45 173985
46 26 95272
13 27 163206
12 20 135523
5 26 179831
40 34 136818
42 7 86612
39 5 156515
23 15 153682
26 6 137865
29 32 116115
9 7 81058
33 39 267554
22 11 118101
35 39 104661
32 43 142142
31 32 93206
29 38 188455
21 46 164654
25 32 77857
4 12 118659
21 6 156444
4 41 126123
39 18 191462
27 32 211765
43 15 206834
46 29 66548
46 10 183359
22 26 180640
8 13 73937
7 21 217378
34 3 178724
28 43 165050
17 29 225346
44 9 45016
34 30 81596
1 8 109789
10 12 116008
1 41 104204
40 7 111976
20 40 4946
37 24 102012
5 45 207342
15 32 121461
41 7 169664
17 1 181282
42 43 189728
22 15 125339
27 39 137996
41 12 106505
14 21 87580
19 32 137869
33 28 285869
33 34 139968
45 11 147729
13 10 99968
11 13 96289
1 9 152270
18 34 204584
32 18 238479
44 41 169327
14 10 152891
33 29 220621
21 33 274933
33 26 320161
2 45 198729
22 9 184881
33 30 212640
9 38 144347
6 20 147925
24 11 164550
18 38 140806
16 41 165970
32 17 109231
16 30 202851
15 13 63149
44 21 144400
46 17 192958
34 6 148954
13 6 169205
29 1 143515
19 27 160946
20 35 148483
27 12 147166
31 24 90581
27 44 187798
4 33 229773
20 34 131872
37 21 124306
41 27 147839
7 25 183224
40 28 173557
22 36 139319
15 34 184667
6 40 142979
24 14 143300
28 30 128014
40 38 119344
15 7 16050
6 19 86970
2 24 160971
45 29 77479
14 41 117178
19 1 144314
32 5 203532
29 5 151107
33 1 268619
6 45 126639
34 45 158132
15 39 135158
2 22 209479
6 24 153292
4 24 23301
16 10 109248
5 27 249069
4 16 39847
16 46 153805
4 3 106982
19 40 144132
15 38 186278
3 44 150186
32 34 97668
7 20 116922
29 9 181259
36 14 154058
40 31 141280
16 12 158506
41 22 165582
35 30 158066
12 6 185245
24 13 111398
16 25 179530
43 23 80400
8 16 216403
15 8 105006
42 39 111502
12 38 156594
46 6 159995
3 19 156581
5 30 192169
45 20 156097
7 27 210325
41 39 115471
35 3 120312
35 31 193356
40 25 84120
38 10 94977
42 26 194301
1 16 146872
21 8 210343
31 39 196877
26 3 161516
45 15 114589
4 27 144594
8 33 312865
8 25 177962
19 45 135448
44 6 87626
25 4 139683
36 8 192585
25 12 120065
41 9 144516
39 1 119210
30 21 156533
24 25 162984
22 5 180133
4 20 126028
29 34 80653
19 35 36269
35 1 180583
2 7 68090
10 41 195524
20 23 133399
19 15 147157
16 28 172546
19 39 109961
17 34 177299
37 45 182989
29 28 126639
32 23 61742
34 1 137575
43 36 50168
13 40 124429
17 2 96242
24 39 142420
44 13 177903
10 4 69401
35 32 173530
11 27 187037
25 34 97878
1 45 154090
23 33 279841
41 13 122545
34 14 150549
23 2 131704
25 13 136105
12 15 47109
40 35 153429
40 36 98221
6 22 178980
20 25 79174
8 20 187767
13 45 51440
16 9 128067
39 2 219298
18 23 178041
23 31 154948
13 38 162416
26 43 35155
7 39 151208
36 39 106518
18 41 178891
35 9 93311
13 5 172131
30 45 125760
14 43 161120
20 30 111791
3 14 143318
36 13 132147
37 14 153460
19 10 183976
9 17 174647
27 33 254065
13 14 104502
3 27 225977
46 41 59385
15 3 192612
13 32 90392
27 23 238487
22 17 217040
22 34 168403
31 42 118567
46 40 17016
7 28 132893
6 18 115650
31 1 133113
10 39 204057
38 6 101737
43 27 219196
28 31 180671
7 4 116182
2 30 189529
34 28 185133
19 38 188707
32 38 142939
4 45 117929
22 21 197857
21 28 111197
31 14 146087
22 19 92010
35 7 174369
32 4 168439
30 1 55979
39 21 129512
1 4 107025
19 9 129580
4 26 104510
21 40 157530
12 7 63159
46 44 156578
16 31 132207
5 42 179544
16 36 117960
10 44 112605
35 25 96281
3 25 157488
29 19 124873
46 13 107413
43 33 304375
10 40 200375
21 12 159306
38 2 187143
15 25 167174
19 31 157087
28 36 124833
10 28 185742
31 13 125980
38 14 57914
9 32 80219
28 4 184036
26 31 208265
10 1 165865
36 21 123708
29 11 94110
27 17 285976
14 20 65004
24 45 141230
30 18 227116
19 25 60012
2 8 171590
22 23 169551
33 31 135506
42 40 117016
10 8 173905
20 3 78314
35 34 194159
36 1 141084
22 46 183782
19 41 73572
8 6 200434
39 40 159764
5 12 188171
38 42 155003
16 44 83051
45 32 141832
28 18 209777
33 16 267713
18 36 165911
17 12 172761
4 9 88220
16 43 114449
10 33 299174
46 8 181350
18 21 213287
25 6 146982
30 15 105389
41 6 160542
12 29 56905
40 23 128453
31 22 163941
35 14 193557
2 40 165892
12 42 23453
46 9 201594
9 24 111521
1 5 174607
44 19 164186
20 42 112070
29 31 85115
41 42 129958
19 20 139186
10 32 190360
36 27 208255
17 6 132037
30 46 107610
46 45 144027
37 25 146292
26 44 61306
13 4 134699
9 18 158260
35 4 181531
23 19 156197
42 33 231515
43 37 50766
30 3 180213
38 20 122918
29 15 104014
5 25 148135
2 1 225478
41 11 70194
30 27 195693
8 41 164402
8 5 204556
4 15 132232
41 43 183498
13 16 174546
39 34 201339
4 11 141249
39 32 103671
41 26 154657
15 46 145042
26 14 127927
38 43 219034
26 24 127811
16 11 181096
41 37 132732
31 25 97075
28 8 125649
38 23 186285
36 42 139560
7 3 176562
6 23 84548
42 17 196214
28 37 125431
17 4 155834
20 2 160946
14 1 12974
27 31 118559
19 24 165370
12 43 193261
30 41 48225
3 6 69611
24 16 63148
42 8 81350
46 14 77074
18 15 130477
46 1 90048
29 22 117234
29 16 208398
41 40 76401
10 24 92702
13 29 40865
33 3 264904
40 26 88148
28 46 156541
5 17 177526
17 19 203686
20 21 152584
5 10 200836
16 18 238303
40 37 98819
38 4 164378
25 26 162376
21 42 135853
15 9 97108
26 10 173911
19 14 157288
46 27 207224
8 18 217927
6 42 170666
1 12 114259
35 22 128279
11 8 138146
45 38 143505
7 37 168462
14 7 144414
20 31 136334
10 45 48528
1 26 114953
24 29 152263
16 14 148929
15 40 128026
10 35 220245
27 25 161399
46 23 145469
36 20 103167
38 44 189363
27 9 232814
22 24 73360
40 24 144413
3 39 216345
43 24 97903
46 3 90384
25 21 218318
15 10 159542
33 2 298215
7 46 128992
24 20 139467
5 16 238364
9 26 106322
20 33 271840
28 24 160735
13 30 74320
30 24 153638
16 32 208286
6 35 50701
23 3 154159
8 27 205063
3 42 190384
16 38 204225
28 42 93187
27 34 114097
44 2 194164
32 12 74352
23 34 159410
19 16 228518
17 40 175942
16 27 184441
4 36 78113
34 43 192946
46 4 113958
27 10 213995
Case #21: 22
16 14 593992
14 12 581251
5 12 354712
2 5 421669
10 11 848678
1 12 340325
13 16 763427
1 5 555486
17 3 870895
14 8 625072
15 9 681989
9 16 447178
15 8 823560
3 15 510370
5 13 587777
14 6 187948
15 10 804954
9 10 419380
9 2 150141
17 2 764339
9 3 171619
1 17 826710
Case #22: 351
41 9 128433
10 24 246073
21 2 129493
22 10 266809
42 49 234755
23 38 199742
21 1 116114
49 13 378044
38 49 233798
48 7 135786
30 15 131120
35 38 124484
12 17 240275
45 15 98725
42 25 200455
20 42 274577
4 18 10312
10 17 329500
36 27 189455
28 39 60247
15 32 119303
20 34 147321
34 13 159922
48 19 168631
42 23 238707
19 45 172254
14 2 171633
22 5 127601
31 47 232968
47 26 118449
40 15 204256
43 27 159449
15 11 199137
10 41 258334
19 36 278277
19 30 41719
47 19 203586
45 31 291501
28 10 279675
21 24 43289
10 27 231072
2 49 315521
2 20 239388
39 26 173469
7 43 92952
10 9 341433
3 26 111623
33 7 176796
4 38 197324
8 20 237558
33 17 288663
13 47 230990
45 36 155706
49 29 197140
31 16 135699
23 36 216494
46 10 243765
49 36 340432
7 1 131599
37 38 207142
16 14 150920
16 13 215971
42 19 236405
16 33 160908
48 32 138729
25 35 249312
29 20 245193
19 14 184831
38 44 202975
24 22 108878
34 37 214734
11 17 356095
15 13 194596
45 35 219888
22 27 181263
5 41 147580
4 40 240593
14 22 213691
20 9 294563
46 31 123225
23 43 142069
39 23 107170
30 21 160726
6 12 110619
11 30 330111
31 41 264920
25 40 178511
25 44 208587
28 47 211758
29 19 185027
31 34 79650
4 15 36337
41 44 287979
8 32 241970
22 37 177167
17 14 282743
13 32 275110
31 12 192616
25 47 173223
10 21 261996
37 23 136604
45 29 187497
42 15 162096
6 19 208994
14 8 248449
33 18 152430
34 4 149463
41 48 204454
33 4 142118
42 38 67737
38 43 113126
8 1 210537
16 24 137996
44 37 226343
20 49 279628
36 4 217835
49 46 179879
28 17 204243
3 23 157166
24 11 212820
25 36 266429
44 27 237348
49 26 265503
14 41 220654
35 17 172755
43 20 268368
32 6 179092
36 9 185667
44 40 251201
42 30 218320
33 44 120049
41 8 307695
38 13 219257
40 37 248498
20 46 190896
3 32 133963
6 40 94139
5 1 116765
31 3 238654
11 5 236439
20 15 222122
9 18 160955
31 7 237867
30 1 46727
25 49 352973
10 4 196053
43 35 179999
40 20 283838
18 6 197009
33 26 57478
22 7 140286
43 25 185826
43 32 92268
5 25 175413
38 1 228388
42 34 138741
32 44 222254
7 12 212287
12 22 125784
8 17 286911
48 24 104378
32 49 339752
25 10 258435
2 38 236741
35 16 93181
22 33 200976
11 26 274774
40 49 267312
18 15 46649
7 2 144978
21 20 251728
2 43 147748
1 23 180716
14 12 252107
35 28 140434
16 22 181044
28 19 146703
16 21 153919
8 11 143596
27 3 190989
34 8 90237
8 5 162359
33 1 185137
11 28 246422
36 39 194460
10 30 290542
27 16 67455
37 10 267612
41 11 366626
45 4 62388
14 18 97771
32 12 229264
37 19 181425
28 9 161591
28 43 95146
16 4 160650
16 23 218521
21 46 141445
48 44 224882
30 31 228993
2 47 245385
7 44 256836
43 4 84198
38 34 154097
27 1 207476
32 14 154929
31 43 227693
8 43 172772
18 30 177769
17 1 162724
23 48 184903
18 27 171181
32 29 155125
15 26 160507
46 27 12693
3 22 234657
24 31 206459
39 41 197990
27 25 185787
12 39 194192
17 13 351554
7 15 45091
15 39 12962
32 25 93558
25 11 280609
33 2 196926
3 4 129049
18 28 93934
32 33 220047
28 30 178405
6 30 190909
3 47 202566
9 5 144563
46 28 102015
46 15 111839
45 23 145775
19 10 308627
14 45 149847
18 12 227879
31 11 237048
11 3 343495
19 8 212068
10 1 313635
43 29 151479
32 36 248375
28 38 208272
39 5 50410
45 1 185233
21 22 124801
9 17 190522
30 29 166942
14 5 181868
11 1 284617
29 46 156043
17 34 254749
24 8 143636
29 5 161892
15 33 131705
25 29 171071
36 47 93206
8 16 146286
32 17 127814
20 19 292876
32 11 318294
2 26 139448
30 46 148056
6 10 160141
38 25 161490
47 6 26119
13 2 251989
21 8 159559
5 44 249193
16 15 124313
13 18 216562
23 12 257578
24 42 175779
33 34 104859
9 11 312415
12 35 67520
2 22 169158
16 47 164505
18 43 94510
22 1 175779
24 47 190162
49 11 345110
36 22 258182
30 41 77542
16 38 205010
45 37 9171
27 14 170023
29 9 168224
24 5 51131
18 36 207782
45 22 167996
20 41 197249
34 40 185916
32 34 161160
27 2 148335
16 40 190064
7 11 244228
35 39 163220
20 5 257955
10 44 267974
6 24 164043
48 47 130887
27 47 97050
39 10 219428
48 17 232318
33 12 201148
4 1 122845
34 48 22431
37 4 71559
3 18 118737
48 38 171392
11 29 275855
40 18 250905
3 5 194387
9 7 159397
20 39 235084
36 48 155618
20 17 379080
28 8 177238
37 30 223144
30 24 127454
29 14 179448
12 28 171406
47 35 136217
40 21 176496
49 17 350763
14 3 20966
4 49 328055
15 24 13683
8 29 177678
31 27 135918
39 17 169920
28 21 76891
23 9 208514
45 16 223038
42 33 203159
27 49 192572
41 13 340835
46 24 125522
35 21 179864
26 36 85806
1 26 127659
35 44 238338
30 36 260192
27 9 203510
4 6 186697
44 16 218245
8 33 195096
Case #23: Impossible
Case #24: 708
15 1 106959
12 38 95017
35 9 152356
9 14 35659
23 24 167468
43 28 132940
22 12 128501
5 10 74141
23 3 121347
12 25 150325
23 13 218989
15 17 144104
27 42 105640
33 42 104943
29 6 120494
41 30 80735
8 29 91900
43 30 105387
27 16 9979
39 12 116954
36 31 110867
29 35 179596
21 17 93908
40 9 114947
35 37 176152
20 31 83474
